guide_slug,group,category,subcategory,business_name,address,city,state,zip,phone,website,email,description,editorial_blurb,tier_2026,accepting_new_patients,serves_pediatrics,offers_military_discount,tags,needs_research,notes
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Just for Grins Orthodontist,"7051 Halcyon Summit Drive, Montgomery; 68 Village Loop, Wetumpka; 207 Ashton Plaza, Millbrook",River Region,AL,36117,(334) 270.1044,justforgrinsortho.com,,We offer a wide array of orthodontic treatment options to get you or your child a smile to be proud of.,,featured,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Kingry Orthodontics,"8101 Seaton Place, Montgomery and 31 Bridge Street, Pike Road",Montgomery & Pike Road,AL,36116,(334) 272.4900,kingryorthodontics.com,,"We offer services for Invisalign, early treatment, adult treatment, incognito and headache relief.  Creating Smiles for Life!",,featured,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Chapman Orthodontics,1550 E. Trinity Blvd.,Montgomery,AL,36106,(334) 272.9447,chapmanortho.com,,"Father-and-son orthodontic team that provides comfortable and efficient orthodontic treatment to families throughout the Montgomery, Prattville, and Greenville communities.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Montgomery Pediatric Dentistry and Orthodontics,"2600 Bell Road, Montgomery; 460 McQueen Smith Road, Prattville; 9547 Vaughn Road, Pike Road",Montgomery,AL,36117,(334) 277.6690,smilesfromus.com,,Our mission is to provide comprehensive dental and orthodontic treatment and education for children and adolescents in a friendly atmosphere that encourages children to enjoy their dental experiences.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatric Dentists & Orthodontists,,Prattville Pediatric Dentistry and Orthodontics,460 McQueen Smith Road,Prattville,AL,36066,(334) 358.6411,smilesfromus.com,,Our mission is to provide comprehensive dental and orthodontic treatment and education for children and adolescents in a friendly atmosphere that encourages children to enjoy their dental experiences.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatric Specialists,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. Add: Pediatric ENT, Pediatric GI, Pediatric Ortho, Speech/OT therapy practices"
newcomer-guide,Pediatric Care,Pediatric Urgent Care,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. Pediatric-only urgent care providers (separate from general urgent cares which now have a serves_pediatrics flag)
newcomer-guide,Pediatric Care,Pediatricians,,Carlile Pediatric,78 Cambridge Court,Wetumpka,AL,36093,(334) 567.6915,carlilepediatrics.com,,"Provide complete and personal healthcare for infants, children and adolescents.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatricians,,Partners in Pediatrics,8160 Seaton Place,Montgomery,AL,36116,(334) 272.1799,mykidsdr.com,,Complete healthcare for pediatric and adolescents. On call service for each night and on weekends.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatricians,,Partners in Pediatrics Prattville,136 E. Main Street,Prattville,AL,36066,(334) 272.1799,mykidsdr.com,,Complete healthcare for pediatric and adolescents. On call service for each night and on weekends.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatricians,,Pediatric Healthcare,4700 Woodmere Blvd.,Montgomery,AL,36106,(334) 273.9700,pedhealthcare.com,,"Provide quality care for infants, children and adolescents and to assist parents in the endeavor in rearing their children to reach their optimal physical, emotional, and spiritual development.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatricians,,Professional Pediatrics,4154 Carmichael Road,Montgomery,AL,36106,(334) 271.5959,professionalpediatrics.com,,"Newborn, Pediatric and Adolescent Medicine. Our office consists of 3 doctors and accepting new patients.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Pediatric Care,Pediatricians,Pike Road / Eastchase area,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,Research editor: identify and add 3-5 pediatric practices serving Pike Road and Eastchase
newcomer-guide,Pediatric Care,Pediatricians,Prattville area,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,Research editor: identify and add Prattville-area pediatric practices
newcomer-guide,Pediatric Care,Pediatricians,Wetumpka / Millbrook area,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,Research editor: identify and add Wetumpka and Millbrook pediatric practices
newcomer-guide,Schools,Mother's Day Out / MMO Programs,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,NEW SECTION. Pull half-day MMO programs (typically church-affiliated) into their own section
newcomer-guide,Schools,Private & Faith-Based Schools,,Alabama Christian Academy,4700 Wares Ferry Road,Montgomery,AL,36109,(334) 277.1985,alabamachristian.org,,"The mission of Alabama Christian Academy is to glorify God by providing a quality, Christ-centered education which challenges students and teachers to maximize their potential so that graduates are prepared to further their education while becoming productive Christian citizens.",,featured,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Saint James School,6010 Vaughn Road,Montgomery,AL,36116,(334) 277.8033,stjmontgomery.org,,"Saint James is an independent, nonsectarian, college preparatory school with a student body broadly representative of college-bound students. We are committed to challenging and assisting students in realizing their individual potential and preparing them for lives of responsibility, service, and achievement.",,featured,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Trinity Presbyterian School,1700 East Trinity Blvd.,Montgomery,AL,36106,(334) 213.2100,trinitywildcats.com,,"To glorify God by providing for students the highest quality, college-preparatory education, training them in the biblical world and life view, thus enabling them to serve God in spirit, mind, and body.",,featured,,,YES,military-discount,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Churchill Academy,1705 Taylor Road,Montgomery,AL,36117,(334) 625.8252,churchillacademyinc.org,,"The only comprehensive school program in Montgomery specializing in educating bright children with unique learning differences.                       Testing Requirements: Previous diagnosis of learning disabilities, attention deficit disorder or other, and average to above average intellectual functioning, however Churchill will also conduct a testing evaluation to assist in placement.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Eastwood Christian Academy,1701 East Trinity Blvd.,Montgomery,AL,36123,(334) 272.8195,eastwoodschool.org,,"At Eastwood, we desire to cultivate in each student a lifelong love of learning, and a pursuit of academic and moral excellence, for the purpose of bringing glory to God alone.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Evangel Christian Academy,3975 Vaughn Road,Montgomery,AL,36106,(334) 272.3882,ecalions.org,,"Evangel Christian Academy is dedicated to helping prepare our children academically, spiritually, emotionally; to be all that God wants them to be.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Hooper Academy,380 Fischer Road,Hope Hull,AL,36043,(334) 288.5980,hooperacademy.org,,"Our mission is to provide a balanced and quality curriculum, which allows each student the opportunity to achieve full potential and maximize mental, physical, social, emotional, and spiritual growth.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,LEAD Academy,2897 Eastern Boulevard,Montgomery,AL,36116,(334) 230.7756,leadacademyal.org,,"A public charter school for grades K-5. Our mission is to provide innovative programs designed to spark curiosity, maximize learning potential and continuously improve student achievement by empowering them with 21st century skills. We believe in a Montgomery where every child is given the tools they need to be knowledgeable, productive, and well-rounded citizens, and to lead themselves and our community well.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Montgomery Catholic,"Saint Bede Campus, 3850 Atlanta Hwy.;  Holy Spirit Campus, 8580 Vaughn Road; Middle & High School Campus, 5350 Vaughn Road.",Montgomery,AL,36116,(334) 272.7221,montgomerycatholic.org,,"Montgomery Catholic Preparatory School is an integral part of the Catholic Church's mission to proclaim the gospel of Jesus Christ. As an adult community, we share in the responsibility to prepare students for college and beyond while helping them to grow to become persons of faith, virtue, and wisdom.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Montgomery Christian School,3265 McGehee Road,Montgomery,AL,36111,(334) 386.1749,montgomerychristianschool.org,,To provide an academically challenging Christian education to children in inner city Montgomery. Kindergarten K -5th.  Tuition: Based on family income and the number of children in the family.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Resurrection Catholic,2815 Forbes Drive,Montgomery,AL,36110,(334) 263.4221,rcmsouth.org,,Offers a quality spiritual and academic program for students from pre-K through the eighth grade.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,River Region Academy,4240 Lomac Street,Montgomery,AL,36106,(334) 239.0874,sylvanlearning.com,,"River Region Academy is a SACS Accredited school program which offers an individualized education experience. By offering a low student to teacher ratio, we are able to individualize and meet the educational needs of each student.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Success Unlimited,2328 Fairlane Drive and 4500 Vaughn Road,Montgomery,AL,36116,(334) 213.0803,suacademy.com,,"Montgomery’s foremost institution dedicated to individualized education. SUA provides a safe and loving environment where students feel accepted and are challenged by educational excellence, instilled with loyalty to our country, and developed through spiritual growth.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,TEA Christian Academy,2637 Eastern Blvd.,Montgomery,AL,36117,(334) 517.1717,teachristianacademy.net,,"A-Beka and IXL Learning Platform. Pre K-12th; non-traditional students. Acting, Choir, Drum-Line, Debate, Student Government Associate, Dance Team, Modeling, sewing, Arts and Crafts. Must have a 3.20 GPA to enroll. School Days are Monday-Thursday from 7:30 a.m. until 3:30 p.m., (after school tutorial) Open to the community: 3:30-6:00 p.m., Summer Enrichments, Credit Recovery.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,The Montgomery Academy,"Upper School, 3240 Vaughn Road; Lower School, 1550 Perry Hill Road",Montgomery,AL,36106,(334) 273.7170,montgomeryacademy.org,,"The Montgomery Academy (MA) is a K–12, co-ed, nonsectarian day school serving the River Region community since 1959. Our mission is to develop leaders committed to honor, scholarship, service and the pursuit of excellence.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Private & Faith-Based Schools,,Valiant Cross,301 Dexter Avenue  (located inside of River City Church),Montgomery,AL,36104,(334) 694.9200,Valiantcross.org,,"Our mission, our purpose is to help raise young men up to be supernatural. Men who will learn from their youth, to let go of self, to let the Holy Spirit raise them to new heights. Courageous men, righteous men, committed men, loving men who will rise up to lead, to serve, to inspire. We will provide the armor to help them rise above. To rise above with Honor, with Discipline, with Integrity, with Excellence with Love.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Public Schools,,Autauga County Public Schools,153 W. 4th Street,Millbrook and Prattville,AL,36067,(334) 365.5706,acboe.net,,"Learning today, Leading tomorrow. Please visit our website for zoning, services, school locations and calendar.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Public Schools,,Elmore County Public Schools,100 H. H. Robison Drive,Wetumpka,AL,36092,(334) 567.1200,elmoreco.com,,"Every student Empowered! Every student Succeeds! Please visit our website for zoning, services, school locations and calendar.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Public Schools,,Montgomery  Public Schools,307 S. Decatur Street,Montgomery,AL,36110,(334) 223.6700,mps.k12.al.us,,"Our mission is to engage, educate and inspire our students to succeed in college, career and beyond.  Please visit our website for zoning, services, school locations and calendar.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Public Schools,,Pike Road Public School,696 Georgia Washington Road,Pike Road,AL,36064,(334) 420.5301,pikeroadschools.org,,"Think, Innovate, Create the Pike Road way.  Please visit our website for zoning, services, school locations and calendar.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Better Than Average,"2820 Fairlane Dr., Suite A3",Montgomery,AL,36116,(334) 802.1315,betterthanaverage.online,,Building Confidence. Creating individuals who love learning.  Our peer tutors aim to build relationships with our students to make learning more engaging and relatable.  We strive to show our students their potential and to strengthen confidence in their capabilities by celebrating their acheivements.  In-person and virtual.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Churchill Academy Tutoring,1705 Taylor Road,Montgomery,AL,36117,(334) 270.4225,churchillacademyinc.org,,Tutoring available for summer. One on one tutoring for Grades K-12.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Huntington Learning Center,3251 Malcolm Drive,Montgomery,AL,36116,(334) 277.9200,huntingtonhelps.com,,"One on one instruction in a specific course. Tutoring for K-12 in reading, all levels of math, study skills, writing, phonics, vocabulary and more. SAT, ACT PSAT, Advanced Placement test prep.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Mathnasium,3453 Malcolm Drive,Montgomery,AL,36116,(334) 356.1570,mathnasium.com/eastmontgomery,,We are the authority in math education. Changing lives through Math.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Read & Write Learning Center,3240 Vaughn Road,Montgomery,AL,36106,(334) 328.2134,readwritelearningcenter.com,,"Our services include multisensory instruction in reading, math, grammar and writing and comprehension.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Sylovan Learning of Wetumpka,617 S. Main Street,Wetumpka,AL,36092,(334) 777.2902,sylvanlearning.com,,Locally owned learning and tutoring center staffed with a dedicated team of caring educators with years of experience delivering results for families in our area.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Sylvan Learning Center,4240 Lomac Street,Montgomery,AL,36106,(334) 262.0043,sylvanlearning.com/montgomery,,"Offering tutoring in Study Skills, Math, ACT/SAT Prep, Writing, Reading and Homework help..",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,Sylvan Learning of Prattville,206 Fairview Avenue,Prattville,AL,36066,(334) 212.8448,sylvanlearning.com,,"Providing support in study skill and homework help, math, writing, reading, STEM & Robotics sessions and ACT/SAT Prep.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Schools,Tutoring & Learning Centers,,The Learning Tree,,Montgomery,AL,,(334) 252.0025,learning-tree.org,,Growing Independence Behavioral Services for children with Autism.  Applied Behavior Analysis assessment and treatment for preschool and school-aged children with Autism Spectrum Disorder.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Senior & Multi-Generational,Senior Services,,[NEEDS RESEARCH],,,AL,,,,,,,,,,,,YES,"NEW SECTION. In-home care, senior centers, adult day programs, geriatric specialists."
newcomer-guide,Sports & Recreation,Golf & Tennis,,17 Springs Sports Complex,99 Fieldhouse Way,Millbrook,AL,36054,(334) 285.6428,17springs.org,,"New Sports Complex in Millbrook with 12 lighted tennis courts, pickle ball, baseball fields, track and dining.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Aroostock Golf Course,1501 Dozier Road,Montgomery,AL,36117,(334) 260.4900,,,18 hole course on 100 acres.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Arrowhead Country Club,50 Ocala Drive,Montgomery,AL,36117,(334) 272.7180,arrowheadcountryclub.net,,"Golf Course, tennis courts, pool, fitness facilities and dining.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Cottonwood Golf Club,7160 Byron Nelson Blvd.,Montgomery,AL,36116,(334) 281.3344,cottonwoodgolfclub.com,,,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Cypress Tree Golf Course,1461 March St.,Montgomery,AL,36112,(334) 953.2209,,,18 hole course. Located near Maxwell Air Force Base.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Emerald Mountain Golf Club,245 Mountain View Dr.,Wetumpka,AL,36093,(334) 514.8082,emeraldmountain.golf,,18 hole golf course.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Gateway Park Golf Course,3800  Davenport Drive,Montgomery,AL,36105,(334) 284.7920,playmontgomerygolf.com,,9 hole golf course.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Lagoon Park Golf,2855 Lagoon Park Drive,Montgomery,AL,36109,(334) 240.4050,playmontgomerygolf.com,,Beautiful course known for its many national tournaments.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Lagoon Park Tennis,2855 Lagoon Park Trail,Montgomery,AL,36109,(334) 240.4051,,,17 tennis courts,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Millbrook Tennis Court Facility,3950 Grandview Road,Millbrook,AL,36054,(334) 290.2047,,,2 lighted tennis courst,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Newton Park Tennis Court,502 Park Street,Prattville,AL,36067,(334) 595.0800,,,10 lighted tennis courts and 4 pickleball courts.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,O' Connor Tennis Center,500 Anderson Street,Montgomery,AL,36107,(334) 240.4884,,,12 lighted tennis courts and offer many junior camps.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Prattville County Club,723 Highway 82 Byp West,Prattville,AL,36067,(334) 365.4497,prattvillecc.com,,18 hold golf course.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Robert Trent Jones Golf Trail,2600 Constitution Avenue,Prattville,AL,36066,(334) 285.1114,rtjgolf.com,,"Three 18 hole golf courses, driving range and putting green.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,The Pines Golf Club,307 Deatsville Hey,Millbrook,AL,36054,(334) 285.7529,cityofmillbrook.org,,18 hole golf course.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Golf & Tennis,,Wynlakes Golf and Country Club,7900 Wynlakes Blvd.,Montgomery,AL,36117,(334) 279.0297,wynlakes.com,,Private club with 18 hole golf course.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Alabama Nature Center,3050 Lanark Road,Millbrook,AL,36054,(334) 285.4550,alabamawildlife.org,,"Outdoor facility that offers nature walks, educational programs, Day Camps, Homeschool programs and seasonal programs. Outdoor classroom, Pavilion and fishing available.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Coosa Outdoor Center,172 River Road,Wetumpka,AL,36092,(334) 201.5510,coosaoutdoorcenter.com,,"Everything you need for some fun on the Coosa! Rentals, Campgrounds and Event sites available.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Coosa River Adventures,415 Company Street,Wetumpka,AL,36092,(334) 514.0279,coosariveradventures.com,,Paddle along the Coosa River for fun. We offer rentals of all types for your adventure.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,David Whetstone Jr. Sports Complex,1099 Autauga County 4,Prattville,AL,36067,(334) 595.0825,,,Baseball facility and home to Dixie Majors.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Fountain City BMX,1099 Autuaga County 4,Prattville,AL,36067,(334) 435.0295,,,"Bicycle, motorcross racing track. Races held on weekend.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Jackson Lake Island,Cypress Lane,Millbrook,AL,36054,(334) 430.7963,,,"Known for its rold in ""Big Fish"" and wild goats. Great for exploring or kayaking.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Lower Wetumpka Shotgun Sports Club,4758 Wetumpka Road,Wetumpka,AL,36110,(334) 420.3371,lwssc.com,,"Whether you are a beginner or a seasoned professional we have something for you.  Choose from clay courses, covered 5-stand, wobble trap, skeet field, and continental pheasant hunts.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Montgomery Bicycle Club,,Montgomery,AL,,,mgmbikeclub.org,,Recreational and competitive bicycling promoted for the Central Alabama area and increase bicycle safety awareness.  Local Rides listed on our website.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Montgomery Miracle League,,Montgomery,AL,36124,(334) 300.1088,montgomeryamerican.com,,Where every child deserves a chance.  We provide opportunities for children and adults with physical/cognitive disabilities.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Montgomery White Water,1100 Maxwell Blvd,Montgomery,AL,36104,(334) 746.6530,,,"White water rafting, concerts, dining and much much more.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,River Region Runners,,Montgomery,AL,,(334) 595.9786,riverregionrunners.org,,"Dedicated to serving all levels of runners. Be kept up to date on local runs, receive discounts on runs and merchandise, build friendships and gain support with other local runners.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Swayback Bike Trail,Jordan Dam Road,Wetumpka,AL,36092,(334) 567.9090,trailoflegends.org,,On the shores of Lake Jordan and offers 12 miles of biking/hiking.,,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,Wetumpka Sports Complex,2350 Coosa River Pkwy.,Wetumpka,AL,36092,(334) 731.8475,,,"Fishing, baseball, soccer and softball fields, archery, tennis courts and large football stadium.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,YMCA Grandview,4700 Camp Grandview Road,Millbrook,AL,36054,(334) 290.9622,ymcamontgomery.org,,"Large facility with pools, Indoor basketball court, camps and sports. Please call for more information about what we have to offer and pricing.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,YMCA Montgomery,880 South Lawrence Street,Montgomery,AL,36104,(334) 269.4362,ymcamontgomery.org,,"Choose from many of our programs: Childcare & Early Learning, Fitness, Swimming, Camps, Youth Sports, Adult Sports, Youth Programs, Senior Programs and Adventure Guides. Please visit our website for more information about our 12 locations what they have to offer.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,YMCA Prattville,972 McQueen Smith Rd S,Prattville,AL,36066,(334) 365.5582,prattvilleymca.org,,"We offer Childcare, Education and Leadership, Swim, Sports & Play and Camp. Please visit our website for more information on our 5 locations and pricing.",,free,,,,,,2025 entry — verify for 2026
newcomer-guide,Sports & Recreation,Recreation Leagues & Programs,,YMCA Wetumpka,200 Red Eagle Drive,Wetumpka,AL,36092,(334) 567.8282,ymcamontgomery.org,,"We offer adult sports, aquatics, before and after school childcare, Summer Day Camps and Youth Sports. Please call for more information and pricing.",,free,,,,,,2025 entry — verify for 2026
